vin,vout,L,C,fsw,iload,rds_on,duty_cycle,delta_il,ccm,delta_vout,p_cond,p_sw,p_total_loss,efficiency
12.0,5.0,4.107285374842491e-05,0.00018497012780100108,289768.6239322694,3.3962167020818876,0.045083539213741114,0.4166666666666667,0.24506458868904699,True,0.003022174027922043,0.3321563222590683,0.23618808968113414,0.5683444119402025,0.967614647357456
12.0,5.0,4.2609817602701624e-05,0.0001789998099297171,229658.87523533212,3.541690387951551,0.02682756946211442,0.4166666666666667,0.29805326912090657,True,0.0038868245928959533,0.2658064549132567,0.19521135142289767,0.4610178063361544,0.9746267880803035
12.0,5.0,1.4147862643513302e-05,0.0003293634016180995,805794.7529553738,3.1631636977969158,0.019043277702484956,0.4166666666666667,0.25584181562336517,True,0.0026789166912779207,0.17954533322795785,0.6117265705016814,0.7912719037296393,0.9523533692526426
12.0,5.0,2.2573942574158728e-05,0.0001363078498123677,265920.1298311709,3.4835308781743812,0.04962170119792193,0.4166666666666667,0.4858790439326972,True,0.006534374035663787,0.37285282900072203,0.22232183601480582,0.5951746650155278,0.9669582904956845
12.0,5.0,2.328413496076953e-05,0.0004123148887508919,297191.02291006176,3.007852897732109,0.030904124713630136,0.4166666666666667,0.4214936184149366,True,0.0046449043599087565,0.20730845348179042,0.21453765106559972,0.42184610454739013,0.9727156660574754
12.0,5.0,2.09725234174688e-05,6.595308150831154e-05,299476.35751918,3.6830610765764393,0.018473976497859056,0.4166666666666667,0.4643800650922563,True,0.007582708353126509,0.2403834101807694,0.26471753177610763,0.505100941956877,0.9733039062013288
12.0,5.0,3.251232291374535e-05,1.551848821075782e-05,816833.9079988842,3.328772898206296,0.024952734431853387,0.4166666666666667,0.10982596828155182,True,0.0021812682337545753,0.22603382876729985,0.6525730980678289,0.8786069268351288,0.9498582759313696
12.0,5.0,2.2860823361694225e-05,0.000127842550137159,886536.0620528443,3.442750180608904,0.04783257608634567,0.4166666666666667,0.14391250209456274,True,0.0015978468668350664,0.3548006888212676,0.7325093250596968,1.0873100138809644,0.9405875965979993
12.0,5.0,3.4547067427942705e-05,0.00046036752831562984,681976.3301302886,4.474419345886147,0.028667739302383068,0.4166666666666667,0.12379591357702179,True,0.0012872472653118374,0.43937415459489226,0.7323475403931364,1.1717216949880287,0.9502322998816214
12.0,5.0,3.412809056543268e-05,0.00027785671490416895,256778.8628094573,3.8763199857327035,0.041549613013467046,0.4166666666666667,0.3328246902822833,True,0.0039113500448656885,0.4106434072444534,0.2388856890772837,0.649529096321737,0.9675740146493208
12.0,5.0,2.4955272700512973e-05,0.00024815663155000075,869822.6133041454,2.6975470458334327,0.04151982772936687,0.4166666666666667,0.1343673599403435,True,0.0014214857139907954,0.1986961015171175,0.5631329810202513,0.7618290825373688,0.9465366753766916
12.0,5.0,9.12241025944572e-06,0.0001998007012034804,984568.5919728439,2.684722773875737,0.027862084613815605,0.4166666666666667,0.3247365863392983,True,0.0034537129057860237,0.15594332847415407,0.6343904931149429,0.7903338215890969,0.9443973033549776
12.0,5.0,1.6439640630872765e-05,0.00039772551551634573,344623.11051349546,4.322471159351872,0.015294157547754695,0.4166666666666667,0.5148136822240454,True,0.005617633195978003,0.30626264274519294,0.3575096294497721,0.663772272194965,0.9702025293560756
12.0,5.0,3.559821269472132e-05,0.0002736204748794422,754925.3675077626,0.3323063713449274,0.04951834148511207,0.4166666666666667,0.1085311951861202,True,0.0011509887523129111,0.0034127553975469268,0.060207962283057685,0.06362071768060461,0.963121686380384
12.0,5.0,2.1048157749721736e-06,0.0002067219194493688,948166.2862644361,1.892192453724864,0.026878671397408106,0.4166666666666667,1.4614642599119965,True,0.015546666767428347,0.07967561987853844,0.4305871420190149,0.5102627618975533,0.9488264721400187
12.0,5.0,1.008661113388303e-05,0.00019217660509295622,804974.6990250825,0.6728301030455167,0.02439511606510472,0.4166666666666667,0.3592189921180225,True,0.0038824494965485705,0.00934536989939145,0.12998669032657922,0.13933206022597067,0.9602304115333204
12.0,5.0,2.5006611742234418e-05,7.541593775436248e-05,685754.1705334703,3.1107603455118813,0.03890877814134868,0.4166666666666667,0.17008401120891325,True,0.0021119348421103604,0.2537121675373312,0.5119720513115789,0.7656842188489101,0.9530815969716603
12.0,5.0,3.8044878435789804e-05,2.2944371803888224e-05,579648.9931531525,3.7476927381068537,0.028952163217709933,0.4166666666666667,0.13225908436007375,True,0.0025656570708076434,0.30991706540911973,0.5213631173498446,0.8312801827589644,0.957522173609364
12.0,5.0,1.1569604859490762e-05,0.0003963426749742917,321394.3234799378,4.303508386570822,0.03627098460379058,0.4166666666666667,0.7843864265380871,True,0.008613581205476013,0.46638331460313653,0.3319495599581203,0.7983328745612568,0.9642257862866314
12.0,5.0,4.3162090041939946e-05,0.00020424328169596143,513348.2841049773,3.497831004869903,0.03162738263759569,0.4166666666666667,0.1316352544291803,True,0.0014732884563025996,0.2836130981488739,0.43094533066539675,0.7145584288142707,0.9607465569784563
12.0,5.0,4.134898421253585e-05,0.00023766444969377124,331205.7994029212,1.471050123969346,0.027678570126311593,0.4166666666666667,0.21297274109992193,True,0.0024679260666652584,0.046677984793586313,0.11693287974504808,0.16361086453863438,0.978239941661592
12.0,5.0,4.287485814093763e-06,0.0003271544212587144,472680.8176028235,0.3258801144144953,0.02339989627714655,0.4166666666666667,1.4391833438350203,False,0.015555169967287725,0.005506325615381991,0.03696894694126687,0.04247527255664886,0.9745942423337833
12.0,5.0,4.354467410021514e-05,0.00042970637694439277,424344.5532411823,0.2930333039218901,0.046755386404827314,0.4166666666666667,0.15784583312318415,True,0.0016866646703038344,0.002592736581834108,0.029843300745005293,0.032436037326839404,0.9783413582084187
12.0,5.0,4.237863649943391e-05,0.0003044222522777484,104637.00227270622,3.647174121873256,0.04123733117159667,0.4166666666666667,0.657740417532318,True,0.009158492455086386,0.3625545909631568,0.09159104805105774,0.4541456390142145,0.9757011640343777
