L,C,fsw,iload,rds_on,vout_max,vout_min,ripple,pin_avg,pout_avg,efficiency_spice,vin,vout,duty_cycle,delta_il,ccm,delta_vout,p_cond,p_sw,p_total_loss,efficiency_analytical,vout_spice,vout_error_pct,efficiency_error_pct,ripple_error_pct,Q_factor,ripple_abs_error
1.8771329670796003e-05,0.0002634121518922,868540.093137554,4.124109110377,0.0473727915837551,4.73204994202,4.73150205612,0.0005478858999996,-19.5580588359,18.4679107445,0.9442609258645358,12.0,5.0,0.4166666666666667,0.1788965191004308,True,0.0018867083173919,0.505882702462144,0.8596689866007059,1.3655516890628498,0.9378902188006524,4.73177599907,-5.364480018600002,0.679259356391424,-70.96075238821373,4.541614231966842,-0.0013388224173923
2.2344586341664086e-05,0.0003396891233507,217961.32582011708,0.4849273811210677,0.0308785004519839,4.8512838006,4.79035902023,0.0609247803699997,-2.29344767024,2.25091690687,0.9814555335524402,12.0,5.0,0.4166666666666667,0.5988734201917411,True,0.0069998105916059,0.0060604617567653,0.02536689957975,0.0314273613365153,0.9872041779364158,4.820821410415,-3.583571791699995,-0.582315645785877,770.3775562593089,40.20202769513995,0.053924969778393804
4.985984822499176e-06,0.0004115088328102,807981.0367667878,2.690537800277503,0.014896815993246,4.80243110657,4.80127859116,0.0011525154100002,-12.9459148417,12.4074041879,0.9584030437103288,12.0,5.0,0.4166666666666667,0.7239935182807432,True,0.0075121202917156,0.1180303493861983,0.5217368451188278,0.6397671945050261,0.9546021512778236,4.801854848865,-3.962903022699997,0.3981650813815375,-84.65792126264007,16.88282081180334,-0.0063596048817154
3.747912311113493e-05,0.000467893758196,782993.851877407,3.4330544769500966,0.0182440370378315,4.82877996307,4.75372982025,0.0750501428199994,-16.3664067149,15.7402850382,0.9617434854450992,12.0,5.0,0.4166666666666667,0.0993891611339229,True,0.0010278028329096,0.2074655039428099,0.6451345316669119,0.8526000356097219,0.9526803156489064,4.7912548916599995,-4.17490216680001,0.9513337944869313,7201.998050301192,5.145981546611016,0.0740223399870898
1.0525256201592973e-05,0.000460685426505,360614.3837427479,2.1139075825913625,0.0419110901805589,4.78161907196,4.77854776382,0.00307130814,-10.104252968,9.66078391359,0.9561106540172284,12.0,5.0,0.4166666666666667,0.768441970363447,True,0.0082626136904811,0.1240725152068425,0.1829533152444734,0.307025830451316,0.9717717987321692,4.780083417889999,-4.398331642200013,-1.6116072451755954,-62.82885470564498,15.6483988380904,-0.0051913055504811
3.576358605064885e-05,0.000119782985922,825444.7575353665,4.037197884966372,0.0474634322777222,4.73347139359,4.73321723938,0.0002541542100003,-19.149017472,18.0902233322,0.9447076519018176,12.0,5.0,0.4166666666666667,0.098800177589269,True,0.0011129081466221,0.4853492665817287,0.7997961190268069,1.2851453856085358,0.9401454372600916,4.733344316485001,-5.333113670299987,0.48526690242967974,-77.16305601933914,2.2665588772424354,-0.0008587539366217999
4.101890805116992e-05,0.0002987264016777,666638.7854285535,2.297387724727206,0.0096965455610969,4.85000514984,4.78042173386,0.0695834159800004,-11.0004428404,10.6462802674,0.9678046985800144,12.0,5.0,0.4166666666666667,0.1066625901601206,True,0.0011335770381022,0.0741174955981149,0.367566662992947,0.4416841585910619,0.9629727449132564,4.81521344185,-3.6957311629999974,0.501774706738278,6038.3932137946995,5.873276736808186,0.0684498389418982
1.6845070094215363e-05,0.0003428018450505,412774.13596944045,0.5388418221129514,0.0418889728886536,4.83367118239,4.80064001262,0.03303116977,-2.57683773322,2.5011152408,0.9706141789823228,12.0,5.0,0.4166666666666667,0.4194705725568464,True,0.0045652634613945,0.0083737601804415,0.0533807922112493,0.0617545523916909,0.9775923923737644,4.817155597505,-3.656888049900005,-0.7138162536737055,623.5326076867937,41.85948418495288,0.0284659063086055
3.734251076654035e-05,9.009520405594144e-05,822341.6127737606,4.4542662495734,0.0084648005062102,4.79106521606,4.79077863693,0.0002865791299999,-21.3766097839,20.4475639,0.9565391381845908,12.0,5.0,0.4166666666666667,0.0949797486817386,True,0.0011100434465612,0.2683924520486623,0.8791028379355006,1.147495289984163,0.9510011619015368,4.790921926495,-4.181561470100004,0.5823311794888586,-74.1830708619836,1.743584142287672,-0.0008234643165612998
1.974090622603743e-05,0.0002358985623111,751809.8586741964,1.3696514717246762,0.0133870316450439,4.8370423317,4.80299282074,0.03404951096,-6.61036973047,6.36435788062,0.962783950084361,12.0,5.0,0.4166666666666667,0.1965222357884466,True,0.0021037346764022,0.0292734782703593,0.2471321950536561,0.2764056733240155,0.9612043864973548,4.82001757622,-3.599648475600006,0.16433170813567846,1518.5268675720722,12.619409694035895,0.0319457762835978
